"Scientific_Name","sig","Bioregion","conditions","speciesID","currentScientificName","combo"
"Wahlenbergia gracilenta","C","BBS",NA,"1933","Wahlenbergia gracilenta","1933_BBS"
"Wahlenbergia gracilenta","B","NSS",NA,"1933","Wahlenbergia gracilenta","1933_NSS"
"Wahlenbergia gracilenta","B","RIV",NA,"1933","Wahlenbergia gracilenta","1933_RIV"
"Wahlenbergia gracilenta","B","SEH",NA,"1933","Wahlenbergia gracilenta","1933_SEH"
"Wahlenbergia gracilis","C","BBS",NA,"1934","Wahlenbergia gracilis","1934_BBS"
"Wahlenbergia gracilis","C","MON",NA,"1934","Wahlenbergia gracilis","1934_MON"
"Wahlenbergia gracilis","B","NSS",NA,"1934","Wahlenbergia gracilis","1934_NSS"
"Wahlenbergia gracilis","B","RIV",NA,"1934","Wahlenbergia gracilis","1934_RIV"
"Wahlenbergia gracilis","B","SEH",NA,"1934","Wahlenbergia gracilis","1934_SEH"
"Wahlenbergia graniticola","C","BBS",NA,"1935","Wahlenbergia graniticola","1935_BBS"
"Wahlenbergia graniticola","C","MON",NA,"1935","Wahlenbergia graniticola","1935_MON"
"Wahlenbergia graniticola","B","NSS",NA,"1935","Wahlenbergia graniticola","1935_NSS"
"Wahlenbergia graniticola","B","SEH",NA,"1935","Wahlenbergia graniticola","1935_SEH"
"Wahlenbergia multicaulis","C","BBS",NA,"1937","Wahlenbergia multicaulis","1937_BBS"
"Wahlenbergia multicaulis","C","MON",NA,"1937","Wahlenbergia multicaulis","1937_MON"
"Wahlenbergia multicaulis","B","RIV",NA,"1937","Wahlenbergia multicaulis","1937_RIV"
"Wahlenbergia multicaulis","B","SEH",NA,"1937","Wahlenbergia multicaulis","1937_SEH"
"Wahlenbergia stricta","C","BBS",NA,"1938","Wahlenbergia stricta","1938_BBS"
"Wahlenbergia stricta","C","MON",NA,"1938","Wahlenbergia stricta","1938_MON"
"Wahlenbergia stricta","B","NSS",NA,"1938","Wahlenbergia stricta","1938_NSS"
"Wahlenbergia stricta","B","RIV",NA,"1938","Wahlenbergia stricta","1938_RIV"
"Wahlenbergia stricta","B","SEH",NA,"1938","Wahlenbergia stricta","1938_SEH"
"Apophyllum anomalum","B","BBS",NA,"1942","Apophyllum anomalum","1942_BBS"
"Apophyllum anomalum","B","NSS",NA,"1942","Apophyllum anomalum","1942_NSS"
"Apophyllum anomalum","B","RIV",NA,"1942","Apophyllum anomalum","1942_RIV"
"Capparis mitchellii","B","BBS",NA,"1945","Capparis mitchellii","1945_BBS"
"Sambucus gaudichaudiana","*","MON",NA,"1954","Sambucus gaudichaudiana","1954_MON"
"Arenaria serpyllifolia","Z","BBS",NA,"1958","Arenaria serpyllifolia","1958_BBS"
"Arenaria serpyllifolia","Z","MON",NA,"1958","Arenaria serpyllifolia","1958_MON"
"Arenaria serpyllifolia","Z","NSS",NA,"1958","Arenaria serpyllifolia","1958_NSS"
"Arenaria serpyllifolia","Z","SEH",NA,"1958","Arenaria serpyllifolia","1958_SEH"
"Cerastium glomeratum","Z","MON",NA,"1960","Cerastium glomeratum","1960_MON"
"Cerastium glomeratum","Z","NSS",NA,"1960","Cerastium glomeratum","1960_NSS"
"Cerastium glomeratum","Z","RIV",NA,"1960","Cerastium glomeratum","1960_RIV"
"Cerastium glomeratum","Z","SEH",NA,"1960","Cerastium glomeratum","1960_SEH"
"Colobanthus pulvinatus","A","MON",NA,"1965","Colobanthus pulvinatus","1965_MON"
"Dianthus armeria","Z","MON",NA,"1966","Dianthus armeria","1966_MON"
"Dianthus armeria","Z","NSS",NA,"1966","Dianthus armeria","1966_NSS"
"Lychnis coronaria","Z","MON",NA,"1972","Lychnis coronaria","1972_MON"
"Lychnis coronaria","Z","NSS",NA,"1972","Lychnis coronaria","1972_NSS"
"Lychnis coronaria","Z","SEH",NA,"1972","Lychnis coronaria","1972_SEH"
"Moenchia erecta","Z","BBS",NA,"1973","Moenchia erecta","1973_BBS"
"Moenchia erecta","Z","MON",NA,"1973","Moenchia erecta","1973_MON"
"Moenchia erecta","Z","NSS",NA,"1973","Moenchia erecta","1973_NSS"
"Moenchia erecta","Z","SEH",NA,"1973","Moenchia erecta","1973_SEH"
"Paronychia brasiliana","Z","BBS",NA,"1974","Paronychia brasiliana","1974_BBS"
"Paronychia brasiliana","Z","MON",NA,"1974","Paronychia brasiliana","1974_MON"
"Paronychia brasiliana","Z","NSS",NA,"1974","Paronychia brasiliana","1974_NSS"
"Paronychia brasiliana","Z","RIV",NA,"1974","Paronychia brasiliana","1974_RIV"
"Paronychia brasiliana","Z","SEH",NA,"1974","Paronychia brasiliana","1974_SEH"
"Polycarpon tetraphyllum","Z","BBS",NA,"1979","Polycarpon tetraphyllum","1979_BBS"
"Polycarpon tetraphyllum","Z","MON",NA,"1979","Polycarpon tetraphyllum","1979_MON"
"Polycarpon tetraphyllum","Z","NSS",NA,"1979","Polycarpon tetraphyllum","1979_NSS"
"Polycarpon tetraphyllum","Z","RIV",NA,"1979","Polycarpon tetraphyllum","1979_RIV"
"Polycarpon tetraphyllum","Z","SEH",NA,"1979","Polycarpon tetraphyllum","1979_SEH"
"Sagina apetala","Z","BBS",NA,"1980","Sagina apetala","1980_BBS"
"Saponaria officinalis","Z","MON",NA,"1983","Saponaria officinalis","1983_MON"
"Saponaria officinalis","Z","NSS",NA,"1983","Saponaria officinalis","1983_NSS"
"Saponaria officinalis","Z","SEH",NA,"1983","Saponaria officinalis","1983_SEH"
"Scleranthus annuus","Z","MON",NA,"1984","Scleranthus annuus","1984_MON"
"Scleranthus annuus","Z","NSS",NA,"1984","Scleranthus annuus","1984_NSS"
"Scleranthus annuus","Z","RIV",NA,"1984","Scleranthus annuus","1984_RIV"
"Scleranthus annuus","Z","SEH",NA,"1984","Scleranthus annuus","1984_SEH"
"Scleranthus biflorus","A","BBS",NA,"1985","Scleranthus biflorus","1985_BBS"
"Scleranthus biflorus","C","MON",NA,"1985","Scleranthus biflorus","1985_MON"
"Scleranthus biflorus","B","NSS",NA,"1985","Scleranthus biflorus","1985_NSS"
"Scleranthus biflorus","B","RIV",NA,"1985","Scleranthus biflorus","1985_RIV"
"Scleranthus biflorus","A","SEH",NA,"1985","Scleranthus biflorus","1985_SEH"
"Scleranthus diander","C","MON",NA,"1986","Scleranthus diander","1986_MON"
"Scleranthus diander","A","SEH",NA,"1986","Scleranthus diander","1986_SEH"
"Silene gallica","Z","MON",NA,"1991","Silene gallica","1991_MON"
"Silene gallica","Z","NSS",NA,"1991","Silene gallica","1991_NSS"
"Silene gallica","Z","RIV",NA,"1991","Silene gallica","1991_RIV"
"Silene gallica","Z","SEH",NA,"1991","Silene gallica","1991_SEH"
"Silene nocturna","Z","BBS",NA,"1993","Silene nocturna","1993_BBS"
"Spergularia marina","Z","RIV",NA,"2000","Spergularia marina","2000_RIV"
"Spergularia rubra","Z","BBS",NA,"2001","Spergularia rubra","2001_BBS"
"Spergularia rubra","Z","MON",NA,"2001","Spergularia rubra","2001_MON"
"Spergularia rubra","Z","NSS",NA,"2001","Spergularia rubra","2001_NSS"
"Spergularia rubra","Z","RIV",NA,"2001","Spergularia rubra","2001_RIV"
"Spergularia rubra","Z","SEH",NA,"2001","Spergularia rubra","2001_SEH"
"Stellaria angustifolia","A","BBS",NA,"2002","Stellaria angustifolia","2002_BBS"
"Stellaria angustifolia","A","MON",NA,"2002","Stellaria angustifolia","2002_MON"
"Stellaria angustifolia","A","NSS",NA,"2002","Stellaria angustifolia","2002_NSS"
"Stellaria angustifolia","A","RIV",NA,"2002","Stellaria angustifolia","2002_RIV"
"Stellaria angustifolia","A","SEH",NA,"2002","Stellaria angustifolia","2002_SEH"
"Stellaria filiformis","A","BBS",NA,"2003","Stellaria filiformis","2003_BBS"
"Stellaria flaccida","A","BBS",NA,"2004","Stellaria flaccida","2004_BBS"
"Stellaria flaccida","A","NSS",NA,"2004","Stellaria flaccida","2004_NSS"
"Stellaria media","Z","MON",NA,"2006","Stellaria media","2006_MON"
"Stellaria media","Z","NSS",NA,"2006","Stellaria media","2006_NSS"
"Stellaria media","Z","RIV",NA,"2006","Stellaria media","2006_RIV"
"Stellaria multiflora","A","BBS",NA,"2007","Stellaria multiflora","2007_BBS"
"Stellaria multiflora","A","NSS",NA,"2007","Stellaria multiflora","2007_NSS"
"Stellaria pungens","B","BBS",NA,"2008","Stellaria pungens","2008_BBS"
"Stellaria pungens","A","MON",NA,"2008","Stellaria pungens","2008_MON"
"Stellaria pungens","A","NSS",NA,"2008","Stellaria pungens","2008_NSS"
"Stellaria pungens","A","SEH",NA,"2008","Stellaria pungens","2008_SEH"
"Allocasuarina distyla","B","NSS",NA,"2010","Allocasuarina distyla","2010_NSS"
"Allocasuarina distyla","B","SEH",NA,"2010","Allocasuarina distyla","2010_SEH"
"Allocasuarina littoralis","B","NSS",NA,"2012","Allocasuarina littoralis","2012_NSS"
"Allocasuarina littoralis","B","SEH",NA,"2012","Allocasuarina littoralis","2012_SEH"
"Allocasuarina luehmannii","C","BBS",NA,"2013","Allocasuarina luehmannii","2013_BBS"
"Allocasuarina luehmannii","B","NSS",NA,"2013","Allocasuarina luehmannii","2013_NSS"
"Allocasuarina luehmannii","B","RIV",NA,"2013","Allocasuarina luehmannii","2013_RIV"
"Allocasuarina luehmannii","B","SEH",NA,"2013","Allocasuarina luehmannii","2013_SEH"
"Allocasuarina nana","B","MON",NA,"2014","Allocasuarina nana","2014_MON"
"Allocasuarina nana","B","SEH",NA,"2014","Allocasuarina nana","2014_SEH"
"Allocasuarina verticillata","B","MON",NA,"2018","Allocasuarina verticillata","2018_MON"
"Allocasuarina verticillata","B","NSS",NA,"2018","Allocasuarina verticillata","2018_NSS"
"Allocasuarina verticillata","B","RIV",NA,"2018","Allocasuarina verticillata","2018_RIV"
"Allocasuarina verticillata","B","SEH",NA,"2018","Allocasuarina verticillata","2018_SEH"
"Casuarina cristata","C","BBS",NA,"2019","Casuarina cristata","2019_BBS"
"Casuarina cristata","B","RIV",NA,"2019","Casuarina cristata","2019_RIV"
"Centrolepis fascicularis","C","NSS",NA,"2038","Centrolepis fascicularis","2038_NSS"
"Centrolepis glabra","A","RIV",NA,"2039","Centrolepis glabra","2039_RIV"
"Atriplex eardleyae","B","RIV",NA,"2049","Atriplex eardleyae","2049_RIV"
"Atriplex lindleyi","C","RIV",NA,"2056","Atriplex lindleyi","2056_RIV"
"Atriplex muelleri","B","BBS",NA,"2061","Atriplex muelleri","2061_BBS"
"Atriplex nummularia","B","RIV",NA,"2063","Atriplex nummularia","2063_RIV"
"Atriplex pseudocampanulata","A","RIV",NA,"2066","Atriplex pseudocampanulata","2066_RIV"
"Atriplex semibaccata","B","BBS",NA,"2070","Atriplex semibaccata","2070_BBS"
"Atriplex semibaccata","A","MON",NA,"2070","Atriplex semibaccata","2070_MON"
"Atriplex semibaccata","B","NSS",NA,"2070","Atriplex semibaccata","2070_NSS"
"Atriplex semibaccata","C","RIV",NA,"2070","Atriplex semibaccata","2070_RIV"
"Atriplex spinibractea","B","BBS",NA,"2071","Atriplex spinibractea","2071_BBS"
"Atriplex spinibractea","B","RIV",NA,"2071","Atriplex spinibractea","2071_RIV"
"Atriplex spongiosa","B","RIV",NA,"2072","Atriplex spongiosa","2072_RIV"
"Atriplex stipitata","B","RIV",NA,"2073","Atriplex stipitata","2073_RIV"
"Atriplex suberecta","B","BBS",NA,"2075","Atriplex suberecta","2075_BBS"
"Atriplex suberecta","B","RIV",NA,"2075","Atriplex suberecta","2075_RIV"
"Atriplex vesicaria","A","RIV",NA,"2078","Atriplex vesicaria","2078_RIV"
"Chenopodium album","Z","MON",NA,"2084","Chenopodium album","2084_MON"
"Chenopodium album","Z","NSS",NA,"2084","Chenopodium album","2084_NSS"
"Chenopodium album","Z","RIV",NA,"2084","Chenopodium album","2084_RIV"
"Chenopodium album","Z","SEH",NA,"2084","Chenopodium album","2084_SEH"
"Chenopodium ambrosioides","Z","RIV",NA,"2085","Chenopodium ambrosioides","2085_RIV"
"Chenopodium cristatum","C","RIV",NA,"2089","Chenopodium cristatum","2089_RIV"
"Chenopodium curvispicatum","C","RIV",NA,"2090","Chenopodium curvispicatum","2090_RIV"
"Chenopodium desertorum","B","BBS",NA,"2091","Chenopodium desertorum","2091_BBS"
"Chenopodium desertorum","A","MON",NA,"2091","Chenopodium desertorum","2091_MON"
"Chenopodium desertorum","B","NSS",NA,"2091","Chenopodium desertorum","2091_NSS"
"Chenopodium glaucum","A","SEH",NA,"2094","Chenopodium glaucum","2094_SEH"
"Chenopodium melanocarpum","B","BBS",NA,"2095","Chenopodium melanocarpum","2095_BBS"
"Chenopodium melanocarpum","C","NSS",NA,"2095","Chenopodium melanocarpum","2095_NSS"
"Chenopodium melanocarpum","C","RIV",NA,"2095","Chenopodium melanocarpum","2095_RIV"
"Chenopodium multifidum","Z","RIV",NA,"2096","Chenopodium multifidum","2096_RIV"
"Chenopodium murale","Z","RIV",NA,"2097","Chenopodium murale","2097_RIV"
"Chenopodium nitrariaceum","C","NSS",NA,"2098","Chenopodium nitrariaceum","2098_NSS"
"Chenopodium nitrariaceum","C","RIV",NA,"2098","Chenopodium nitrariaceum","2098_RIV"
"Dissocarpus biflorus","B","RIV",NA,"2102","Dissocarpus biflorus","2102_RIV"
"Dissocarpus paradoxus","C","RIV",NA,"2103","Dissocarpus paradoxus","2103_RIV"
"Einadia hastata","B","BBS",NA,"2110","Einadia hastata","2110_BBS"
"Einadia hastata","A","MON",NA,"2110","Einadia hastata","2110_MON"
"Einadia hastata","B","NSS",NA,"2110","Einadia hastata","2110_NSS"
"Einadia hastata","C","RIV",NA,"2110","Einadia hastata","2110_RIV"
"Einadia hastata","A","SEH",NA,"2110","Einadia hastata","2110_SEH"
"Einadia nutans","B","BBS",NA,"2111","Einadia nutans","2111_BBS"
"Einadia nutans","C","MON",NA,"2111","Einadia nutans","2111_MON"
"Einadia nutans","B","NSS",NA,"2111","Einadia nutans","2111_NSS"
"Einadia nutans","C","RIV",NA,"2111","Einadia nutans","2111_RIV"
"Einadia nutans","B","SEH",NA,"2111","Einadia nutans","2111_SEH"
"Einadia polygonoides","B","BBS",NA,"2112","Einadia polygonoides","2112_BBS"
"Einadia polygonoides","B","NSS",NA,"2112","Einadia polygonoides","2112_NSS"
"Einadia polygonoides","B","RIV",NA,"2112","Einadia polygonoides","2112_RIV"
"Einadia trigonos","C","BBS",NA,"2113","Einadia trigonos","2113_BBS"
"Einadia trigonos","A","MON",NA,"2113","Einadia trigonos","2113_MON"
"Einadia trigonos","C","NSS",NA,"2113","Einadia trigonos","2113_NSS"
"Einadia trigonos","B","SEH",NA,"2113","Einadia trigonos","2113_SEH"
"Enchylaena tomentosa","B","BBS",NA,"2114","Enchylaena tomentosa","2114_BBS"
"Enchylaena tomentosa","B","NSS",NA,"2114","Enchylaena tomentosa","2114_NSS"
"Enchylaena tomentosa","B","RIV",NA,"2114","Enchylaena tomentosa","2114_RIV"
"Maireana aphylla","B","BBS",NA,"2119","Maireana aphylla","2119_BBS"
"Maireana aphylla","B","NSS",NA,"2119","Maireana aphylla","2119_NSS"
"Maireana aphylla","B","RIV",NA,"2119","Maireana aphylla","2119_RIV"
"Maireana appressa","B","BBS",NA,"2120","Maireana appressa","2120_BBS"
"Maireana appressa","A","RIV",NA,"2120","Maireana appressa","2120_RIV"
"Maireana brevifolia","B","NSS",NA,"2122","Maireana brevifolia","2122_NSS"
"Maireana brevifolia","B","RIV",NA,"2122","Maireana brevifolia","2122_RIV"
"Maireana cheelii","A","RIV",NA,"2124","Maireana cheelii","2124_RIV"
"Maireana ciliata","B","RIV",NA,"2125","Maireana ciliata","2125_RIV"
"Maireana coronata","B","BBS",NA,"2126","Maireana coronata","2126_BBS"
"Maireana coronata","B","RIV",NA,"2126","Maireana coronata","2126_RIV"
"Maireana decalvans","C","BBS",NA,"2127","Maireana decalvans","2127_BBS"
"Maireana decalvans","B","RIV",NA,"2127","Maireana decalvans","2127_RIV"
"Maireana enchylaenoides","A","BBS",NA,"2128","Maireana enchylaenoides","2128_BBS"
"Maireana enchylaenoides","B","NSS",NA,"2128","Maireana enchylaenoides","2128_NSS"
"Maireana enchylaenoides","A","RIV",NA,"2128","Maireana enchylaenoides","2128_RIV"
"Maireana excavata","A","RIV",NA,"2131","Maireana excavata","2131_RIV"
"Maireana georgei","B","RIV",NA,"2132","Maireana georgei","2132_RIV"
"Maireana humillima","B","NSS",NA,"2133","Maireana humillima","2133_NSS"
"Maireana humillima","A","RIV",NA,"2133","Maireana humillima","2133_RIV"
"Maireana lanosa","A","RIV",NA,"2135","Maireana lanosa","2135_RIV"
"Maireana lobiflora","B","RIV",NA,"2136","Maireana lobiflora","2136_RIV"
"Maireana microcarpa","A","BBS",NA,"2137","Maireana microcarpa","2137_BBS"
"Maireana microcarpa","C","RIV",NA,"2137","Maireana microcarpa","2137_RIV"
"Maireana microphylla","C","BBS",NA,"2138","Maireana microphylla","2138_BBS"
"Maireana microphylla","B","NSS",NA,"2138","Maireana microphylla","2138_NSS"
"Maireana microphylla","A","SEH",NA,"2138","Maireana microphylla","2138_SEH"
"Maireana pentagona","B","BBS",NA,"2140","Maireana pentagona","2140_BBS"
"Maireana pentagona","B","RIV",NA,"2140","Maireana pentagona","2140_RIV"
"Maireana pentatropis","B","BBS",NA,"2141","Maireana pentatropis","2141_BBS"
"Maireana pyramidata","B","RIV",NA,"2142","Maireana pyramidata","2142_RIV"
"Maireana sedifolia","B","RIV",NA,"2147","Maireana sedifolia","2147_RIV"
"Maireana villosa","A","RIV",NA,"2153","Maireana villosa","2153_RIV"
"Malacocera tricornis","B","RIV",NA,"2155","Malacocera tricornis","2155_RIV"
"Rhagodia spinescens","C","BBS",NA,"2161","Rhagodia spinescens","2161_BBS"
"Rhagodia spinescens","C","RIV",NA,"2161","Rhagodia spinescens","2161_RIV"
"Scleroblitum atriplicinum","C","BBS",NA,"2165","Scleroblitum atriplicinum","2165_BBS"
"Scleroblitum atriplicinum","C","RIV",NA,"2165","Scleroblitum atriplicinum","2165_RIV"
"Sclerolaena anisacanthoides","B","BBS",NA,"2167","Sclerolaena anisacanthoides","2167_BBS"
"Sclerolaena anisacanthoides","B","RIV",NA,"2167","Sclerolaena anisacanthoides","2167_RIV"
"Sclerolaena bicornis","B","BBS",NA,"2169","Sclerolaena bicornis","2169_BBS"
"Sclerolaena bicornis","C","NSS",NA,"2169","Sclerolaena bicornis","2169_NSS"
"Sclerolaena bicornis","B","RIV",NA,"2169","Sclerolaena bicornis","2169_RIV"
"Sclerolaena birchii","C","BBS",NA,"2170","Sclerolaena birchii","2170_BBS"
"Sclerolaena birchii","C","NSS",NA,"2170","Sclerolaena birchii","2170_NSS"
"Sclerolaena birchii","C","RIV",NA,"2170","Sclerolaena birchii","2170_RIV"
"Sclerolaena calcarata","C","BBS",NA,"2172","Sclerolaena calcarata","2172_BBS"
"Sclerolaena convexula","A","BBS",NA,"2174","Sclerolaena convexula","2174_BBS"
"Sclerolaena diacantha","C","NSS",NA,"2177","Sclerolaena diacantha","2177_NSS"
"Sclerolaena diacantha","B","RIV",NA,"2177","Sclerolaena diacantha","2177_RIV"
"Sclerolaena divaricata","C","BBS","cover of 25% or greater; C/A score of 5 or higher","2178","Sclerolaena divaricata","2178_BBS"
"Sclerolaena divaricata","B","BBS","cover of less than 25%; C/A score of 4 or lower","2178","Sclerolaena divaricata","2178_BBS"
"Sclerolaena divaricata","C","RIV",NA,"2178","Sclerolaena divaricata","2178_RIV"
"Sclerolaena intricata","C","BBS","cover of 25% or greater; C/A score of 5 or higher","2180","Sclerolaena intricata","2180_BBS"
"Sclerolaena intricata","B","BBS","cover of less than 25%; C/A score of 4 or lower","2180","Sclerolaena intricata","2180_BBS"
"Sclerolaena intricata","B","RIV",NA,"2180","Sclerolaena intricata","2180_RIV"
"Sclerolaena lanicuspis","C","RIV",NA,"2182","Sclerolaena lanicuspis","2182_RIV"
"Sclerolaena limbata","C","RIV",NA,"2183","Sclerolaena limbata","2183_RIV"
"Sclerolaena longicuspis","C","BBS","cover of 25% or greater; C/A score of 5 or higher","2184","Sclerolaena longicuspis","2184_BBS"
"Sclerolaena longicuspis","B","BBS","cover of less than 25%; C/A score of 4 or lower","2184","Sclerolaena longicuspis","2184_BBS"
"Sclerolaena muricata","C","BBS",NA,"2185","Sclerolaena muricata","2185_BBS"
"Sclerolaena muricata","C","RIV",NA,"2185","Sclerolaena muricata","2185_RIV"
"Sclerolaena tetracuspis","A","BBS",NA,"2191","Sclerolaena tetracuspis","2191_BBS"
"Sclerolaena tricuspis","C","RIV",NA,"2192","Sclerolaena tricuspis","2192_RIV"
"Hypericum japonicum","A","BBS",NA,"2203","Hypericum japonicum","2203_BBS"
"Hypericum japonicum","A","MON",NA,"2203","Hypericum japonicum","2203_MON"
"Hypericum japonicum","A","NSS",NA,"2203","Hypericum japonicum","2203_NSS"
"Hypericum japonicum","A","SEH",NA,"2203","Hypericum japonicum","2203_SEH"
"Hypericum perforatum","X","BBS",NA,"2204","Hypericum perforatum","2204_BBS"
"Hypericum perforatum","Y","MON",NA,"2204","Hypericum perforatum","2204_MON"
"Hypericum perforatum","Y","NSS",NA,"2204","Hypericum perforatum","2204_NSS"
"Hypericum perforatum","Y","RIV",NA,"2204","Hypericum perforatum","2204_RIV"
"Hypericum perforatum","Y","SEH",NA,"2204","Hypericum perforatum","2204_SEH"
"Commelina cyanea","C","BBS",NA,"2209","Commelina cyanea","2209_BBS"
"Commelina cyanea","B","NSS",NA,"2209","Commelina cyanea","2209_NSS"
"Convolvulus arvensis","Z","BBS",NA,"2219","Convolvulus arvensis","2219_BBS"
"Convolvulus arvensis","Z","MON",NA,"2219","Convolvulus arvensis","2219_MON"
"Convolvulus arvensis","Z","NSS",NA,"2219","Convolvulus arvensis","2219_NSS"
"Convolvulus arvensis","Z","RIV",NA,"2219","Convolvulus arvensis","2219_RIV"
"Convolvulus arvensis","Z","SEH",NA,"2219","Convolvulus arvensis","2219_SEH"
"Dichondra repens","C","BBS",NA,"2222","Dichondra repens","2222_BBS"
"Dichondra repens","C","MON",NA,"2222","Dichondra repens","2222_MON"
"Dichondra repens","C","NSS",NA,"2222","Dichondra repens","2222_NSS"
"Dichondra repens","C","RIV",NA,"2222","Dichondra repens","2222_RIV"
"Dichondra repens","B","SEH",NA,"2222","Dichondra repens","2222_SEH"
"Evolvulus alsinoides","A","BBS",NA,"2223","Evolvulus alsinoides","2223_BBS"
"Evolvulus alsinoides","A","NSS",NA,"2223","Evolvulus alsinoides","2223_NSS"
"Evolvulus alsinoides","A","RIV",NA,"2223","Evolvulus alsinoides","2223_RIV"
"Ipomoea lonchophylla","B","BBS",NA,"2228","Ipomoea lonchophylla","2228_BBS"
"Polymeria longifolia","A","BBS",NA,"2232","Polymeria longifolia","2232_BBS"
"Wilsonia rotundifolia","A","RIV",NA,"2235","Wilsonia rotundifolia","2235_RIV"
"Wilsonia rotundifolia","A","SEH",NA,"2235","Wilsonia rotundifolia","2235_SEH"
"Crassula colorata","C","BBS",NA,"2237","Crassula colorata","2237_BBS"
"Crassula colorata","C","RIV",NA,"2237","Crassula colorata","2237_RIV"
"Crassula helmsii","C","NSS",NA,"2238","Crassula helmsii","2238_NSS"
"Crassula helmsii","A","SEH",NA,"2238","Crassula helmsii","2238_SEH"
"Crassula sieberiana","C","BBS",NA,"2242","Crassula sieberiana","2242_BBS"
"Crassula sieberiana","C","MON",NA,"2242","Crassula sieberiana","2242_MON"
